region,district,customers,avg_sales,median_sales,avg_orders,avg_emp,group
14,64114,9,21267.433333333334,9260.77,97.33333333333333,5.333333333333333,ORSY
14,65014,2,356.83000000000004,356.83000000000004,2.0,3.0,Nicht-ORSY
14,67031,7,5547.085714285715,804.5,40.714285714285715,0.8571428571428571,Nicht-ORSY
14,68139,181,2144.0467955801105,698.1,15.03867403314917,2.867403314917127,Nicht-ORSY
14,68139,17,16817.285294117646,11627.16,83.82352941176471,7.176470588235294,ORSY
14,68150,125,2288.5146400000003,845.95,14.496,3.304,Nicht-ORSY
14,68150,25,13193.0168,9841.38,57.2,6.04,ORSY
15,60393,174,2507.104195402299,1075.76,15.218390804597702,4.172413793103448,Nicht-ORSY
15,60393,11,14691.705454545456,12001.92,80.0,6.363636363636363,ORSY
15,60394,182,2020.1915934065935,429.425,13.978021978021978,3.6648351648351647,Nicht-ORSY
15,60394,28,32168.41107142857,19505.785,99.46428571428571,6.535714285714286,ORSY
15,60846,225,4152.621377777778,1118.11,22.4,5.088888888888889,Nicht-ORSY
15,60846,20,36901.659,14811.51,127.35,6.9,ORSY
15,61947,5,255.32,162.8,1.6,3.4,Nicht-ORSY
15,62054,260,2603.6111923076924,702.0250000000001,15.173076923076923,5.0576923076923075,Nicht-ORSY
15,62054,11,12374.942727272726,9977.42,67.27272727272727,7.2727272727272725,ORSY
15,62072,322,1624.7643167701863,465.135,8.630434782608695,3.7546583850931676,Nicht-ORSY
15,62072,15,13887.092666666667,11388.64,54.13333333333333,3.8,ORSY
15,62083,154,3149.359155844156,1025.0,19.337662337662337,5.253246753246753,Nicht-ORSY
15,62083,22,16485.845,12421.19,69.0909090909091,5.863636363636363,ORSY
15,62497,180,2400.3256666666666,546.515,12.822222222222223,6.972222222222222,Nicht-ORSY
15,62497,17,11182.04411764706,8040.72,57.76470588235294,10.411764705882353,ORSY
15,63055,265,2722.4111320754714,790.77,15.766037735849057,3.290566037735849,Nicht-ORSY
15,63055,22,25083.936363636363,13363.585,88.77272727272727,5.363636363636363,ORSY
15,63117,84,2392.828095238095,380.255,8.785714285714286,2.869047619047619,Nicht-ORSY
15,63117,19,11156.694736842106,6746.92,41.8421052631579,3.736842105263158,ORSY
15,63324,135,2940.7795555555554,1130.43,19.822222222222223,3.8222222222222224,Nicht-ORSY
15,63324,19,29828.141578947365,20508.27,125.26315789473684,10.631578947368421,ORSY
15,63443,117,2262.2384615384617,436.34,9.837606837606838,2.700854700854701,Nicht-ORSY
15,63443,19,18791.169473684207,19743.94,68.78947368421052,5.0,ORSY
15,63446,352,1813.7774147727273,461.44,9.210227272727273,3.6875,Nicht-ORSY
15,63446,29,18664.57448275862,13891.82,94.17241379310344,6.413793103448276,ORSY
15,63447,189,2337.617142857143,849.82,14.518518518518519,3.1746031746031744,Nicht-ORSY
15,63447,18,31062.297777777778,16137.630000000001,148.11111111111111,8.166666666666666,ORSY
15,64004,187,2173.404064171123,650.06,12.754010695187166,6.101604278074866,Nicht-ORSY
15,64004,9,21783.405555555553,20048.45,74.11111111111111,6.888888888888889,ORSY
15,64055,254,3740.5903149606297,1160.5149999999999,19.41732283464567,4.299212598425197,Nicht-ORSY
15,64055,20,13433.177,12536.310000000001,63.85,5.0,ORSY
15,64086,184,2593.4942934782607,545.165,14.652173913043478,3.592391304347826,Nicht-ORSY
15,64086,24,25865.21875,16129.45,88.41666666666667,9.875,ORSY
15,64093,197,3361.213705583756,867.89,16.598984771573605,3.6091370558375635,Nicht-ORSY
15,64093,17,50507.872941176465,17161.12,108.29411764705883,11.764705882352942,ORSY
15,64118,134,3646.6783582089556,1091.535,20.98507462686567,4.082089552238806,Nicht-ORSY
15,64118,12,22011.8075,22822.815,97.58333333333333,8.583333333333334,ORSY
15,65015,1,6064.87,6064.87,10.0,2.0,Nicht-ORSY
15,66045,142,2291.375352112676,1002.3050000000001,14.838028169014084,3.704225352112676,Nicht-ORSY
15,66045,20,11247.735499999999,10823.875,60.1,4.6,ORSY
15,66056,103,2710.671941747573,919.87,11.466019417475728,3.4174757281553396,Nicht-ORSY
15,66056,19,14539.378947368421,13516.69,47.89473684210526,6.894736842105263,ORSY
15,67037,10,1740.239,1465.82,27.3,1.6,Nicht-ORSY
16,61029,186,2879.988172043011,615.545,16.20967741935484,3.7419354838709675,Nicht-ORSY
16,61029,31,26375.878064516128,24460.14,97.0,6.838709677419355,ORSY
16,61619,201,1759.6761691542288,493.81,10.393034825870647,2.572139303482587,Nicht-ORSY
16,61619,17,18646.290588235293,15942.11,63.1764705882353,4.764705882352941,ORSY
16,62222,149,3323.5324832214765,1026.84,18.946308724832214,5.671140939597316,Nicht-ORSY
16,62222,22,13147.187727272727,10678.64,66.18181818181819,7.818181818181818,ORSY
16,62893,187,1413.6556684491977,449.06,7.684491978609626,2.9946524064171123,Nicht-ORSY
16,62893,15,19159.86133333333,16750.27,75.0,4.266666666666667,ORSY
16,63028,78,1719.7814102564105,506.64,8.884615384615385,3.2564102564102564,Nicht-ORSY
16,63028,14,14249.671428571428,10995.05,52.92857142857143,7.0,ORSY
16,63088,219,1992.7278538812786,707.4,10.141552511415526,2.675799086757991,Nicht-ORSY
16,63088,25,23208.327999999998,19145.34,93.08,6.68,ORSY
16,63121,73,2837.0442465753426,855.75,11.054794520547945,2.780821917808219,Nicht-ORSY
16,63121,25,14892.003200000001,10888.07,63.12,5.64,ORSY
16,63327,79,2622.1462025316455,1080.43,14.89873417721519,4.7215189873417724,Nicht-ORSY
16,63327,18,22676.062777777777,11043.155,95.44444444444444,11.666666666666666,ORSY
16,63331,125,3360.0724,699.12,13.768,2.84,Nicht-ORSY
16,63331,26,19843.401153846153,8744.055,65.3076923076923,7.346153846153846,ORSY
16,63340,200,2599.13485,670.375,13.705,4.155,Nicht-ORSY
16,63340,15,22177.061999999998,13519.34,74.0,10.866666666666667,ORSY
16,63342,148,3415.7563513513514,939.33,18.0472972972973,5.162162162162162,Nicht-ORSY
16,63342,18,19766.623333333337,14437.880000000001,94.5,8.166666666666666,ORSY
16,63529,154,2819.937142857143,822.375,16.064935064935064,4.9935064935064934,Nicht-ORSY
16,63529,16,12194.361875,12262.24,50.4375,5.0625,ORSY
16,63613,134,2939.6167164179105,1278.94,17.52238805970149,3.0074626865671643,Nicht-ORSY
16,63613,29,19370.713793103445,9795.76,92.55172413793103,5.655172413793103,ORSY
16,64028,188,2431.8410638297873,666.99,15.962765957446809,3.5904255319148937,Nicht-ORSY
16,64028,21,19408.545714285716,15686.52,83.14285714285714,8.857142857142858,ORSY
16,64104,95,3102.1895789473683,919.41,20.410526315789475,3.8105263157894735,Nicht-ORSY
16,64104,16,21024.755624999998,13456.195,109.0,9.3125,ORSY
16,64122,53,2833.9964150943397,930.93,15.283018867924529,2.849056603773585,Nicht-ORSY
16,64122,18,23448.941666666666,9249.205,76.22222222222223,7.611111111111111,ORSY
16,64124,150,2093.9148666666665,700.095,12.686666666666667,3.4133333333333336,Nicht-ORSY
16,64124,7,26950.63,14900.34,86.71428571428571,6.142857142857143,ORSY
16,64214,103,3094.149223300971,756.95,18.75728155339806,3.883495145631068,Nicht-ORSY
16,64214,7,36684.33285714286,7298.26,106.42857142857143,6.285714285714286,ORSY
16,65016,1,493.2,493.2,1.0,1.0,Nicht-ORSY
16,65492,23,1716.4986956521739,638.49,10.652173913043478,3.4347826086956523,Nicht-ORSY
16,65492,7,15824.237142857144,3990.33,49.285714285714285,4.142857142857143,ORSY
16,66042,166,2596.916325301205,656.2950000000001,14.367469879518072,4.228915662650603,Nicht-ORSY
16,66042,24,22973.8425,10709.64,102.83333333333333,10.083333333333334,ORSY
16,67007,8,1440.6875,269.28999999999996,19.625,1.25,Nicht-ORSY
16,70016,1,391.31,391.31,3.0,1.0,Nicht-ORSY
16,80016,15,666.8573333333334,362.02,4.533333333333333,2.8666666666666667,Nicht-ORSY
16,80016,3,19899.643333333333,5444.83,86.0,4.0,ORSY
17,61502,165,5531.121212121212,713.56,18.10909090909091,5.721212121212122,Nicht-ORSY
17,61502,19,19559.353684210528,6180.03,76.57894736842105,6.315789473684211,ORSY
17,61604,229,3099.531790393013,1045.62,18.91703056768559,3.7598253275109172,Nicht-ORSY
17,61604,18,25242.12,19523.235,91.38888888888889,6.833333333333333,ORSY
17,62611,146,2895.100616438356,594.25,17.472602739726028,3.4383561643835616,Nicht-ORSY
17,62611,10,9488.382,9449.395,53.9,7.9,ORSY
17,62733,210,3096.8449523809527,859.395,17.38095238095238,2.7666666666666666,Nicht-ORSY
17,62733,19,27550.95210526316,19948.41,80.47368421052632,6.157894736842105,ORSY
17,63122,210,2338.034714285714,697.22,13.504761904761905,3.6952380952380954,Nicht-ORSY
17,63122,24,22278.710833333334,13646.855,109.08333333333333,9.375,ORSY
17,63236,1,63.78,63.78,1.0,2.0,Nicht-ORSY
17,63281,143,2968.7667832167836,989.01,19.363636363636363,3.797202797202797,Nicht-ORSY
17,63281,14,37980.47571428572,26691.559999999998,151.0,11.714285714285714,ORSY
17,63293,187,4346.552834224599,1146.04,19.3048128342246,2.9679144385026737,Nicht-ORSY
17,63293,22,19793.51409090909,13413.87,79.68181818181819,5.5,ORSY
17,63399,114,3296.619824561403,791.145,13.192982456140351,3.543859649122807,Nicht-ORSY
17,63399,20,12212.3735,9879.939999999999,42.2,5.7,ORSY
