cust_id,region,district,branch_office,market_seg,emp_count,potential,sales,rev_salesrep,rev_branch_office,rev_ebusiness,rev_internal_staff,rev_others,contr_margin,sales_orsy_relevant,orders_count,avg_order_pos,diff_products_count,diff_product_fields_count,dunning_level_current,dunning_level_highest,last_buy,cust_since,bo_visits_total,bo_visits_distinct,bo_highest_sales,calls_count,eshop_logins_count,ccp_most_used,count_buydays,count_buyweeks,count_buymonths,flag_app,flag_eproc,flag_eshop,flag_red,flag_new_orsyshelf,flag_orsyonline,flag_orsyfleet,flag_clickandcollect,flag_sofortservice,flag_s24
51916,11,62602,N247,0003,17,51000.0,151.73,0.0,151.73,0.0,0.0,0.0,94.84,20.62,2,1.5,3,2,0,0,2023-01-31,2022-11-24,2.0,1.0,N208,0.0,0.0,2,2,2,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
41907,17,63399,N620,0005,1,3000.0,2.32,2.32,0.0,0.0,0.0,0.0,0.6,0.0,1,1.0,1,1,0,0,2023-03-31,2023-01-02,0.0,0.0,,0.0,2.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
92939,13,63128,,0008,10,30000.0,62.4,62.4,0.0,0.0,0.0,0.0,18.07,62.4,1,1.0,1,1,0,0,2023-02-08,2023-02-08,0.0,0.0,,0.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
76983,15,62072,,0003,5,15000.0,32.5,0.0,32.5,0.0,0.0,0.0,18.4,32.5,2,1.0,1,1,0,0,2023-06-12,2023-02-15,2.0,1.0,N895,0.0,2.0,2,2,2,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
80825,15,63055,N780,0015,1,3000.0,130.76,0.0,0.0,130.76,0.0,0.0,71.29,0.0,2,1.5,2,2,0,0,2023-09-14,2023-03-03,0.0,0.0,,0.0,23.0,3,2,2,2,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
58982,15,63055,N903,0015,3,9000.0,194.4,97.2,97.2,0.0,0.0,0.0,136.8,0.0,2,1.0,1,1,0,0,2023-05-03,2023-03-07,1.0,1.0,N758,0.0,0.0,1,2,2,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
10316,14,68139,N130,0003,1,3000.0,689.01,5.15,683.86,0.0,0.0,0.0,342.74,168.38,5,3.8,14,6,0,1,2023-08-21,2023-05-10,4.0,2.0,N682,0.0,0.0,2,5,5,4,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
97301,14,63085,N120,0003,2,6000.0,1307.48,9.2,1298.28,0.0,0.0,0.0,692.23,334.69,12,2.75,28,10,0,4,2023-09-28,2023-05-26,9.0,1.0,N141,0.0,0.0,2,10,7,5,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
40914,11,63632,N313,0023,3,9000.0,75.99,0.0,0.0,75.99,0.0,0.0,48.88,41.07,1,3.0,2,3,0,0,2023-06-27,2023-06-27,0.0,0.0,,0.0,3.0,3,1,1,1,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
41704,17,64094,N800,0003,2,6000.0,44.38,44.38,0.0,0.0,0.0,0.0,35.76,0.0,1,1.0,1,1,0,0,2023-07-17,2023-07-17,0.0,0.0,,0.0,3.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
59875,14,63427,N166,0021,0,0.0,12016.4,194.56,6588.89,5232.95,0.0,0.0,5545.31,2509.73,33,4.7,106,13,1,0,2023-09-29,2023-07-24,17.0,1.0,N794,0.0,23.0,2,22,9,3,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
39876,11,62602,N247,0026,0,0.0,4740.99,0.0,0.0,0.0,4740.99,0.0,1638.26,4740.99,2,31.5,57,3,0,0,2023-08-03,2023-07-27,0.0,0.0,,0.0,0.0,4,2,2,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
99828,15,64055,N900,0023,3,9000.0,367.65,0.0,367.65,0.0,0.0,0.0,132.06,0.0,1,2.0,2,2,0,0,2023-07-31,2023-07-31,1.0,1.0,N787,0.0,3.0,2,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
78197,18,68920,N560,0007,2,8600.0,808.75,772.92,78.58,0.0,0.0,-42.75,511.52,618.19,10,2.2,17,4,0,1,2023-06-23,1978-01-01,2.0,1.0,N563,0.0,0.0,1,7,7,6,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
60262,13,63129,N820,0021,5,19900.0,1766.71,0.0,1569.69,0.0,197.02,0.0,1016.06,649.99,24,2.33,39,11,2,1,2023-09-05,2006-03-14,23.0,2.0,N682,0.0,31.0,2,23,19,11,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
46336,15,64118,N650,0017,2,47600.0,2885.61,0.0,2885.61,0.0,0.0,0.0,1413.37,1881.83,32,2.19,56,9,0,1,2023-09-27,1980-01-01,32.0,4.0,N662,0.0,6.0,2,27,17,7,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
40838,13,64066,N510,0018,4,33200.0,27491.4,0.0,27491.4,0.0,0.0,0.0,14228.14,16863.29,177,3.34,287,13,0,1,2023-09-27,1994-06-06,173.0,8.0,N514,0.0,0.0,2,122,50,12,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
16629,16,63121,N830,0004,4,18100.0,7751.12,2151.3,341.72,5258.1,0.0,0.0,3439.6,2384.88,34,4.59,48,9,0,1,2023-09-27,1987-09-14,4.0,1.0,N835,0.0,64.0,3,28,25,13,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
18704,17,63293,N562,0018,2,18600.0,74.67,0.0,0.0,74.67,0.0,0.0,56.98,64.51,1,9.0,8,3,0,1,2023-08-02,1980-01-01,0.0,0.0,,0.0,2.0,3,1,1,1,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
20458,18,63347,N755,0007,4,16900.0,11989.68,11821.58,168.1,0.0,0.0,0.0,6693.36,7000.97,32,8.81,170,15,0,3,2023-09-12,2002-04-12,7.0,4.0,N755,0.0,6.0,1,27,24,12,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
62781,16,64104,N540,0023,30,52700.0,18861.33,3785.99,1001.37,14022.77,51.2,0.0,12490.84,10307.32,112,3.47,163,13,0,1,2023-09-22,1988-03-16,7.0,6.0,N832,0.0,329.0,3,78,42,14,0.0,0.0,1.0,1.0,1,1,0,0.0,0.0,0.0
50044,13,68063,N680,0003,1,9400.0,225.53,0.0,225.53,0.0,0.0,0.0,162.33,127.13,1,9.0,9,4,0,1,2022-11-14,2000-04-04,1.0,1.0,N693,0.0,0.0,2,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
25035,12,64106,N300,0013,5,28400.0,2782.89,0.0,1428.58,1354.31,0.0,0.0,1635.2,2227.97,13,2.85,27,9,0,1,2023-07-26,1989-02-08,11.0,3.0,N124,0.0,16.0,2,10,7,5,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,1.0
22093,17,64999,N859,0013,10,41700.0,46359.63,27424.82,14032.29,4465.71,436.81,0.0,17735.01,21620.39,242,2.62,323,15,0,3,2023-09-29,1989-04-24,115.0,9.0,N767,2.0,149.0,1,139,50,12,1.0,0.0,1.0,1.0,1,1,0,1.0,0.0,0.0
23222,11,61218,N260,0004,8,17200.0,25076.54,24419.57,589.37,67.6,0.0,0.0,12234.27,6249.82,112,2.94,193,15,0,1,2023-09-27,1989-12-07,2.0,2.0,N293,0.0,11.0,1,102,49,14,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,1.0
45657,12,63361,N170,0008,3,4700.0,1442.01,86.22,1355.79,0.0,0.0,0.0,952.97,684.4,7,6.86,43,9,0,1,2023-07-17,2002-06-12,6.0,1.0,N171,0.0,0.0,2,7,7,6,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
60916,16,63340,N750,0002,1,17300.0,7.83,0.0,7.83,0.0,0.0,0.0,3.08,7.83,1,1.0,1,1,0,2,2022-10-10,2005-08-29,1.0,1.0,N753,0.0,0.0,2,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
26761,11,61955,N870,0013,7,54600.0,5382.47,682.33,2618.72,249.12,1832.3,0.0,2446.17,4046.94,22,2.45,40,10,0,1,2023-09-08,1990-07-03,16.0,1.0,N871,0.0,5.0,2,19,16,9,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40240,17,63502,N800,0001,40,271200.0,45911.22,2303.38,1238.98,40146.48,2222.38,0.0,21157.2,30258.03,115,2.85,212,15,0,1,2023-09-29,1995-03-16,4.0,1.0,N804,0.0,153.0,3,87,40,13,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,1.0
62270,15,63447,N787,0018,5,31500.0,185.08,0.0,150.2,0.0,34.88,0.0,115.72,185.08,5,1.8,7,4,0,1,2023-08-22,1983-04-14,4.0,1.0,N780,0.0,4.0,2,5,4,4,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
58337,11,68155,N710,0007,2,20600.0,15083.91,14517.02,304.46,0.0,262.43,0.0,8021.13,10125.53,35,6.74,148,10,0,1,2023-09-28,1983-05-03,3.0,1.0,N710,0.0,10.0,1,25,22,12,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1.0
67524,11,60779,N640,0001,9,28400.0,1017.84,0.0,231.92,483.58,302.34,0.0,662.93,526.33,8,1.75,9,5,0,1,2023-08-16,1998-06-24,3.0,3.0,N768,0.0,17.0,3,8,7,6,0.0,0.0,1.0,0.0,0,0,0,0.0,1.0,0.0
46053,16,63121,N530,0005,3,12100.0,1844.99,0.0,794.83,0.0,1050.16,0.0,1141.23,746.1,8,2.13,11,4,0,1,2023-09-27,1983-09-23,4.0,1.0,N843,0.0,0.0,4,8,8,6,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
10937,14,64092,N120,0013,4,71000.0,3850.0,2200.0,0.0,0.0,1650.0,0.0,597.8,0.0,2,1.0,1,1,0,1,2023-07-18,1998-04-16,0.0,0.0,,0.0,9.0,4,2,2,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
18614,15,63055,N780,0015,8,19800.0,6830.23,0.0,6830.23,0.0,0.0,0.0,3675.4,1454.85,63,2.32,80,14,0,0,2023-09-19,2000-05-27,62.0,3.0,N785,0.0,0.0,2,56,36,12,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0
90055,15,60394,N783,0015,5,12100.0,1809.76,1265.58,127.25,416.93,0.0,0.0,613.56,567.67,9,3.67,19,10,0,1,2023-09-22,1995-04-11,3.0,3.0,N788,0.0,15.0,1,9,6,5,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
35563,14,63085,N120,0021,3,12700.0,638.12,0.0,0.0,638.12,0.0,0.0,341.32,0.0,3,2.67,2,2,0,1,2023-07-07,2006-05-03,0.0,0.0,,0.0,9.0,3,3,3,3,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
24807,17,64094,N800,0015,12,15900.0,572.83,0.0,572.83,0.0,0.0,0.0,398.84,7.41,4,2.25,7,2,0,4,2023-06-27,2000-03-15,4.0,2.0,N833,0.0,0.0,2,3,3,3,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
89800,11,63632,N210,0001,3,12000.0,671.17,536.17,0.0,135.0,0.0,0.0,258.15,354.19,5,4.0,14,5,0,1,2023-09-27,2004-09-02,0.0,0.0,,0.0,5.0,1,5,4,3,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
47031,12,64106,N770,0013,12,61100.0,41363.12,12260.21,7958.17,20881.58,138.96,124.2,16763.58,15310.58,129,3.84,233,16,0,1,2023-09-28,1986-08-04,40.0,7.0,N834,0.0,281.0,3,93,47,15,1.0,0.0,1.0,0.0,1,0,0,1.0,1.0,1.0
11185,17,64107,,0001,25,22400.0,3633.68,228.1,606.8,734.37,2064.41,0.0,2006.78,2256.65,30,2.3,43,7,0,1,2023-09-21,1986-09-15,6.0,2.0,N624,0.0,10.0,4,26,23,11,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
11393,12,62119,N110,0023,25,37800.0,49859.46,358.88,33381.36,8721.07,7398.15,0.0,27719.26,25824.25,339,3.49,493,17,1,1,2023-09-28,2006-07-18,279.0,54.0,N245,1.0,720.0,2,172,55,15,0.0,0.0,1.0,1.0,0,1,0,1.0,0.0,0.0
80553,18,63336,N670,0007,1,1700.0,850.84,0.0,586.3,0.0,264.54,0.0,471.32,605.2,18,1.78,22,6,0,1,2023-09-28,2001-01-23,13.0,1.0,N406,0.0,4.0,2,16,15,9,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
63374,14,60295,,0006,2,5800.0,762.85,707.34,55.51,0.0,0.0,0.0,379.72,244.35,4,3.5,10,5,0,0,2023-09-20,2004-10-22,1.0,1.0,N155,0.0,1.0,1,4,4,4,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
30523,17,63293,,0006,2,11400.0,873.8,0.0,21.07,0.0,852.73,0.0,479.35,424.3,5,4.4,17,6,0,1,2023-07-04,2002-09-10,1.0,1.0,N795,0.0,26.0,4,5,5,4,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
49551,15,64055,,0023,1,11700.0,618.62,0.0,618.62,0.0,0.0,0.0,385.97,201.74,5,3.4,16,5,0,1,2023-09-19,1994-03-30,4.0,1.0,N787,1.0,0.0,2,3,3,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
39838,16,64104,N540,0021,1,10900.0,64.62,0.0,0.0,64.62,0.0,0.0,52.5,64.62,1,2.0,1,2,0,3,2023-01-20,1994-10-21,0.0,0.0,,0.0,2.0,3,1,1,1,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
78612,14,64114,N130,0015,1,4700.0,1645.99,0.0,1645.99,0.0,0.0,0.0,1050.88,1010.42,13,3.38,32,9,0,2,2023-09-22,2005-05-17,13.0,2.0,N781,0.0,0.0,2,12,10,6,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
89091,13,64098,N500,0013,8,47400.0,5068.22,4554.16,488.26,0.0,25.8,0.0,2951.33,1377.71,20,4.1,40,11,0,1,2023-09-13,2003-06-24,3.0,2.0,N500,0.0,0.0,1,16,13,9,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0
61338,16,63327,N555,0017,4,12000.0,6531.07,930.36,5616.91,0.0,0.0,-16.2,3722.32,4201.72,53,3.04,133,12,0,1,2023-09-21,1995-11-14,47.0,3.0,N704,0.0,24.0,2,47,37,12,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
43083,13,63128,N720,0007,3,9200.0,1439.83,0.0,1439.83,0.0,0.0,0.0,1084.67,1347.34,14,1.86,17,4,0,1,2023-09-25,1996-02-29,14.0,5.0,N425,0.0,0.0,2,10,8,6,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
16063,15,60394,N740,0013,10,64200.0,33617.64,15194.15,17555.48,0.0,868.01,0.0,18828.49,21301.96,187,3.8,321,14,0,2,2023-09-28,1996-05-20,126.0,3.0,N743,0.0,0.0,2,117,50,14,0.0,0.0,0.0,1.0,1,1,0,0.0,0.0,0.0
42037,14,63382,N140,0007,2,11200.0,4408.5,101.88,268.84,4037.78,0.0,0.0,1869.45,1622.67,29,2.31,60,12,0,1,2023-09-13,2005-09-30,6.0,1.0,N142,0.0,0.0,3,28,23,11,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0
74670,15,62054,N900,0002,4,33900.0,59.85,0.0,0.0,0.0,59.85,0.0,40.05,59.85,1,2.0,2,2,0,1,2022-12-14,1996-07-15,0.0,0.0,,0.0,0.0,4,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
67218,15,60846,N730,0023,5,24800.0,574.46,0.0,574.46,0.0,0.0,0.0,483.84,36.98,5,1.6,5,4,0,1,2023-08-03,1996-10-18,5.0,1.0,N730,0.0,7.0,2,5,5,4,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
64154,13,64098,N500,0013,2,15300.0,3599.67,1100.17,2499.5,0.0,0.0,0.0,1307.46,1237.23,28,2.39,52,12,0,1,2023-09-20,2005-04-04,20.0,2.0,N526,0.0,0.0,2,24,22,11,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
58985,13,62050,N500,0021,4,22800.0,2.93,2.93,0.0,0.0,0.0,0.0,0.85,0.0,1,1.0,1,1,0,0,2023-09-08,2002-01-11,0.0,0.0,,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
61075,12,63805,N190,0006,2,9100.0,18.36,18.36,0.0,0.0,0.0,0.0,11.04,0.0,1,5.0,5,1,0,4,2023-06-02,1990-07-25,0.0,0.0,,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
78819,12,62980,N170,0002,10,27100.0,4849.0,2877.77,249.21,1674.66,47.36,0.0,2275.37,3751.99,23,6.48,86,10,0,1,2023-09-28,1991-04-10,3.0,2.0,N170,0.0,41.0,1,23,21,12,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
63556,12,63413,N170,0021,2,9600.0,628.88,0.0,531.15,0.0,97.73,0.0,459.76,204.83,8,3.63,27,9,0,0,2023-09-01,2002-01-28,7.0,1.0,N172,0.0,0.0,2,8,7,7,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
91353,16,63121,,0006,1,2900.0,1658.97,1096.61,562.36,0.0,0.0,0.0,1050.02,660.62,13,2.69,27,9,0,3,2023-09-04,1997-08-04,8.0,3.0,N830,0.0,0.0,2,11,10,6,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
52523,18,68334,N840,0007,1,5900.0,538.88,538.88,0.0,0.0,0.0,0.0,32.64,0.0,1,1.0,1,1,0,1,2023-07-07,1997-08-20,0.0,0.0,,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
52552,15,60393,N740,0003,3,33100.0,4118.66,0.0,112.55,4006.11,0.0,0.0,2935.4,2219.31,13,6.23,68,12,0,2,2023-08-09,2003-03-24,0.0,0.0,,0.0,116.0,3,13,12,8,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
40013,17,63281,N800,0002,3,33000.0,1992.16,0.0,1308.41,0.0,683.75,0.0,833.99,1488.29,12,2.58,21,8,0,1,2023-09-05,1997-10-31,10.0,1.0,N562,0.0,0.0,2,11,11,8,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
41364,16,62893,N540,0009,1,7600.0,3269.53,0.0,3269.53,0.0,0.0,0.0,1814.24,1685.17,31,3.06,81,9,0,2,2023-09-27,1997-11-27,31.0,1.0,N704,0.0,0.0,2,29,23,11,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0
78402,13,65002,N810,0003,2,23900.0,450.64,208.35,242.29,0.0,0.0,0.0,236.23,353.21,5,2.8,10,5,0,1,2023-09-27,1998-09-01,4.0,1.0,N810,0.0,0.0,2,4,4,4,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
94226,11,64443,N640,0013,15,109200.0,44522.8,7964.79,7173.69,28062.75,1321.57,0.0,19556.57,23147.53,148,4.8,317,14,0,1,2023-09-26,2006-02-15,37.0,6.0,N638,0.0,297.0,3,117,49,12,0.0,0.0,1.0,0.0,0,0,0,1.0,1.0,1.0
48465,16,63529,N700,0021,2,7500.0,8694.9,5086.16,3608.74,0.0,0.0,0.0,5359.44,2937.22,38,5.42,127,12,1,2,2023-09-14,1998-12-14,27.0,6.0,N716,0.0,0.0,2,35,24,13,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52164,15,64004,N860,0001,1,12100.0,2790.32,0.0,1095.68,0.0,1694.64,0.0,1771.25,2296.14,30,5.07,107,9,0,1,2023-09-11,1998-09-28,19.0,3.0,N866,0.0,0.0,2,24,20,12,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0
34086,14,61041,N993,0002,3,17300.0,106.4,106.4,0.0,0.0,0.0,0.0,14.63,106.4,1,1.0,1,1,0,1,2022-10-27,1999-03-02,0.0,0.0,,1.0,2.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
80749,11,63632,N210,0002,3,11200.0,1690.5,0.0,1690.5,0.0,0.0,0.0,1033.69,879.79,11,3.55,33,7,0,2,2023-09-29,1999-02-10,11.0,1.0,N226,0.0,0.0,2,11,10,7,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
63532,13,64085,N509,0002,7,46800.0,11607.11,671.53,7679.2,2543.71,712.67,0.0,6155.85,7924.96,105,2.37,179,10,0,1,2023-09-28,1999-05-05,85.0,5.0,N509,0.0,54.0,2,83,44,12,0.0,0.0,1.0,0.0,0,0,0,1.0,0.0,1.0
27433,13,64089,N762,0013,5,67400.0,41.75,41.75,0.0,0.0,0.0,0.0,19.47,41.75,1,1.0,1,1,0,0,2023-05-10,2001-11-23,0.0,0.0,,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
96067,13,63128,,0003,1,1800.0,80.64,0.0,80.64,0.0,0.0,0.0,44.5,59.62,2,3.0,4,4,0,1,2023-09-12,2006-08-31,2.0,2.0,N722,0.0,0.0,2,2,2,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
28858,13,63129,N820,0021,5,22800.0,2288.18,0.0,2288.18,0.0,0.0,0.0,1572.89,1122.79,27,2.07,49,9,0,1,2023-09-29,2006-10-23,27.0,1.0,N822,0.0,18.0,2,25,20,10,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
62791,13,61652,N760,0015,3,10700.0,256.98,0.0,256.98,0.0,0.0,0.0,95.07,6.5,1,4.0,4,2,0,1,2022-12-09,2006-12-13,1.0,1.0,N763,0.0,0.0,2,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
71864,12,64116,N190,0013,1,5600.0,1031.62,167.35,864.27,0.0,0.0,0.0,438.84,840.6,21,2.62,32,6,0,0,2023-09-29,2007-08-22,20.0,1.0,N203,0.0,0.0,2,19,17,10,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
16628,17,63433,N400,0001,10,49800.0,22241.97,2558.62,8097.29,11520.06,66.0,0.0,13368.14,14525.65,165,3.25,323,14,0,1,2023-09-26,2008-03-07,93.0,20.0,N409,0.0,195.0,2,100,45,12,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,1.0
62972,12,62488,N770,0021,5,16500.0,199.9,0.0,199.9,0.0,0.0,0.0,93.21,92.96,4,1.5,5,3,0,0,2023-09-29,2008-03-19,4.0,1.0,N739,0.0,0.0,2,4,4,4,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
97879,13,64098,N500,0013,5,48100.0,4502.96,1229.67,120.91,0.0,3152.38,0.0,1237.72,4481.3,5,1.4,4,4,0,1,2023-07-12,2008-04-28,1.0,1.0,N500,0.0,1.0,1,5,5,5,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
89242,11,64033,N640,0018,1,11000.0,13.77,13.77,0.0,0.0,0.0,0.0,4.02,13.77,1,2.0,2,2,0,0,2023-09-29,2008-08-28,0.0,0.0,,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
58164,17,64094,N800,0015,2,6300.0,726.79,0.0,726.79,0.0,0.0,0.0,412.71,274.84,10,2.6,17,3,0,4,2023-06-02,2009-01-21,10.0,2.0,N450,0.0,1.0,2,10,8,6,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
81035,13,64085,N509,0002,1,3000.0,154.17,0.0,154.17,0.0,0.0,0.0,102.03,154.17,2,2.5,5,2,0,0,2023-07-25,2009-05-05,2.0,1.0,N509,0.0,0.0,2,2,2,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
53549,14,62211,N993,0013,1,4200.0,1030.65,123.62,907.03,0.0,0.0,0.0,659.16,559.31,18,2.72,34,8,0,2,2023-08-29,2009-05-05,17.0,12.0,N326,6.0,52.0,2,18,14,10,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
46376,13,61047,N270,0017,3,17700.0,134.99,0.0,56.33,0.0,78.66,0.0,69.17,56.33,2,2.0,3,3,0,3,2023-03-15,2009-07-30,1.0,1.0,N271,0.0,0.0,2,2,2,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
93683,18,68334,N600,0007,1,2500.0,6833.48,0.0,6698.12,0.0,135.36,0.0,3988.76,3987.09,88,3.08,185,10,0,3,2023-09-25,2009-09-14,85.0,7.0,N329,1.0,39.0,2,71,40,12,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0
71570,16,65492,N700,0018,1,3000.0,10554.71,16.83,10157.77,380.11,0.0,0.0,4724.18,6948.48,65,2.88,100,11,0,1,2023-09-27,2010-11-02,62.0,5.0,N565,0.0,271.0,2,62,35,12,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
27031,16,64104,N830,0003,1,1600.0,39.88,29.12,10.76,0.0,0.0,0.0,11.24,29.12,2,1.5,3,2,0,0,2023-02-09,2011-06-22,1.0,1.0,N656,0.0,0.0,1,2,2,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
84784,12,63838,N110,0005,2,7900.0,413.3,413.3,0.0,0.0,0.0,0.0,102.55,41.13,3,2.0,5,4,0,0,2023-08-31,2011-09-01,0.0,0.0,,0.0,0.0,1,3,2,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
26277,18,62025,,0023,3,28400.0,7395.4,152.29,7243.11,0.0,0.0,0.0,3791.73,2225.67,18,5.33,77,13,0,0,2023-09-06,2011-10-21,15.0,4.0,N840,0.0,0.0,2,17,15,8,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
74082,14,60295,,0006,6,36000.0,156.9,0.0,156.9,0.0,0.0,0.0,79.44,67.9,2,2.0,3,4,0,1,2022-12-13,2012-07-24,2.0,2.0,N134,0.0,0.0,2,2,2,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
83460,12,63413,N108,0023,2,23400.0,15.13,15.13,0.0,0.0,0.0,0.0,5.04,15.13,1,1.0,1,1,0,0,2023-01-25,2012-12-17,0.0,0.0,,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
58567,15,60394,N490,0015,5,11600.0,17094.69,7262.74,9931.19,-120.0,0.0,20.76,6312.92,2826.61,92,3.21,219,18,0,1,2023-09-27,2013-03-16,53.0,4.0,N491,0.0,1.0,2,68,41,13,0.0,0.0,0.0,1.0,1,1,0,0.0,0.0,0.0
76350,12,62098,N304,0005,1,8400.0,3729.42,148.92,3580.5,0.0,0.0,0.0,1346.23,21.2,3,5.67,17,6,0,3,2023-09-22,2013-04-11,1.0,1.0,N304,0.0,0.0,2,3,3,3,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
79001,13,64085,N509,0001,5,29700.0,512.93,0.0,512.93,0.0,0.0,0.0,262.05,434.33,5,1.4,6,3,0,1,2023-08-24,2014-03-05,5.0,1.0,N509,0.0,0.0,2,4,4,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
